date,description,debit,credit,balance,transaction_id
2019-04-13,INCIDENTAL CHARGES,59.0,,64325443.77,
2019-04-13,INCIDENTAL CHARGES,59.0,,5982949.32,
2019-04-18,PROCESSING FEE,59000.0,,64384443.77,
2019-04-25,INTT MAR 19,835687.0,,63548756.77,
2019-04-25,INTT MAR 19,,835687.0,63548756.77,
2019-04-25,INTT,,72772.0,5910177.32,
2019-04-29,WHR RELEASE 505 & 506,,2232413.0,61316343.77,
2019-04-30,Int.Coll:01-04-2019 to 30-04-2,,813157.0,62129500.77,
2019-04-30,t.Coll:01-04-2019 to 30-04-201,5161405.0,,571870494.01,
2019-04-30,Int.Coll:01-04-2019 to 30-04-2,,65979.0,5976156.32,
2019-05-06,NEFT IN::::,,236400.0,571634094.01,
2019-05-14,RELEASE WHR 518 FULL 520 PARTI,,2458200.0,59671300.77,
2019-05-15,WHR 504 507 508 509 524,4260844.0,,55410456.77,
2019-05-15,INTT APR 19 EARLIER ADJSTING 167000,646157.0,,54764299.77,
2019-05-15,WHR 504 507 508 509 524,,4260844.0,55410456.77,
2019-05-15,INTT APR 19,65979.0,,5910177.32,
2019-05-17,RELEASE WHR 52 FULL 519 275 B,,1031250.0,53733049.77,
2019-05-21,CURRNT A/C RELEASE BAGS,2114063.0,,51618986.77,
2019-05-21,CURRNT A/C RELEASE BAGS,,2114063.0,51618986.77,
2019-05-23,510 RELESE FULLY,1196250.0,,50422736.77,
2019-05-23,510 RELESE FULLY,,1196250.0,50422736.77,
2019-05-27,WHR 511 530 604 RELEASE,2193390.0,,48229346.77,
2019-05-27,WHR 511 530 604 RELEASE,,2193390.0,48229346.77,
2019-05-31,609 RELEASE WHR,1323000.0,,46906346.77,
2019-05-31,Int.Coll:01-05-2019 to 31-05-2,,735068.0,47641414.77,
2019-05-31,609 RELEASE WHR,,1323000.0,46906346.77,
2019-05-31,t.Coll:01-05-2019 to 31-05-201,4854821.0,,576488915.01,
2019-05-31,Int.Coll:01-05-2019 to 31-05-2,,67854.0,5978031.32,
2019-06-04,RELESE WHR 605 491 FULLY,,1270260.0,46371154.77,
2019-06-07,RELESE WHR 665 666 FULLY,2396250.0,,43974904.77,
2019-06-07,RELESE WHR 665 666 FULLY,,2396250.0,43974904.77,
2019-06-07,RELEASE 405BY 500 BAG NOW 760,543750.0,,5434281.32,
2019-06-26,PENAL INTEREST FOR NON SUBMISS,472258.0,,576961173.01,
2019-06-28,INTT RECOVERY 8710183 MAY 2019,735068.0,,43239836.77,
2019-06-28,INTT RECOVERY 8710192 MAY 19,67854.0,,5366427.32,
2019-06-29,t.Coll:01-06-2019 to 30-06-201,4738912.0,,581700085.01,
2019-06-30,Int.Coll:01-06-2019 to 30-06-2,565186.0,,43805022.77,
2019-06-30,Int.Coll:01-06-2019 to 30-06-2,,61202.0,5427629.32,
2019-07-07,INCIDENTAL CHARGES,59.0,,43805081.77,
2019-07-07,INCIDENTAL CHARGES,59.0,,5427688.32,
2019-07-18,369750,,369750.0,43435331.77,
2019-07-18,RELEVE WHR 405,522000.0,,4905688.32,
2019-07-30,21 81857,565246.0,,42870085.77,
2019-07-30,INTT JUNE 19,,61261.0,4844427.32,
2019-07-31,WHQ-641,,429000.0,42441085.77,
2019-07-31,Int.Coll:01-07-2019 to 31-07-2,,571956.0,43013041.77,
2019-07-31,WHQ-641,429000.0,,42441085.77,
2019-07-31,t.Coll:01-07-2019 to 31-07-201,4940466.0,,586640551.01,
2019-07-31,"WHQ-331,405",470250.0,,4374177.32,
2019-07-31,Int.Coll:01-07-2019 to 31-07-2,,59091.0,4433268.32,
2019-08-05,RELAESE WHR 424 FULL 426 100 BAGS,,180000.0,42833041.77,
2019-08-05,None,,180000.0,42833041.77,
2019-08-06,IMPSINP2A/921816795721/8435744,,70000.0,586570551.01,
2019-08-06,IMPSINP2A/921817845025/8435744,15000.0,,586555551.01,
2019-08-07,"RELEASE WHR 514,671,624,528",,667500.0,42165541.77,
2019-08-07,None,,667500.0,42165541.77,
2019-08-16,INTT JULY 19,1703625.0,,40461916.77,
2019-08-16,RELAESE WHR 424 FULL 426 100 BAGS,,1703625.0,40461916.77,
2019-08-26,Int. Coll:01-08-2019 to 31-08-2,571956.0,,39889960.77,
2019-08-26,"RELEASE WHR 514,671,624,528",571956.0,,39889960.77,
2019-08-26,INTT JULY 19,59091.0,,4374177.32,
2019-08-31,NARMADA CERALS PLTD 21/81857 RELEAV,540547.0,,40430507.77,
2019-08-31,INTT JULY 19,,540547.0,40430507.77,
